"id","item_type","item_variability","session","response","bs_variance","ws_variance"
21,"Treated",0.0102405462998827,3,0,0.75,0.25
22,"Treated",-1.06828373629563,3,0,0.75,0.25
23,"Treated",-1.17836806661052,3,0,0.75,0.25
24,"Untreated",0.418378488729262,3,0,0.75,0.25
25,"Treated",-0.239487422334339,3,0,0.75,0.25
26,"Untreated",-0.272845815590253,3,0,0.75,0.25
27,"Untreated",-0.291145597797638,3,0,0.75,0.25
28,"Treated",1.28820430382395,3,0,0.75,0.25
29,"Untreated",0.444317577625005,3,0,0.75,0.25
30,"Untreated",-0.266300438249222,3,0,0.75,0.25
31,"Treated",-2.23666866738817,3,0,0.75,0.25
32,"Untreated",1.116078610626,3,0,0.75,0.25
33,"Untreated",0.522871758952875,3,0,0.75,0.25
34,"Untreated",0.112757670530857,3,0,0.75,0.25
35,"Treated",0.187240372486616,3,0,0.75,0.25
36,"Untreated",-0.724679637106406,3,0,0.75,0.25
37,"Untreated",-0.0971817010062557,3,0,0.75,0.25
38,"Untreated",-1.81572282377787,3,0,0.75,0.25
39,"Treated",-0.0750139202510033,3,0,0.75,0.25
40,"Untreated",-0.428443578814009,3,0,0.75,0.25
41,"Treated",-1.07507156257209,3,0,0.75,0.25
42,"Treated",1.03515805517419,3,0,0.75,0.25
43,"Treated",-0.564798341281592,3,0,0.75,0.25
44,"Untreated",1.38041510128181,3,0,0.75,0.25
45,"Untreated",0.414840632092612,3,0,0.75,0.25
46,"Treated",-0.749311240805021,3,0,0.75,0.25
47,"Untreated",0.764573893677194,3,0,0.75,0.25
48,"Untreated",1.96644771736846,3,0,0.75,0.25
49,"Untreated",0.043292590958662,3,1,0.75,0.25
50,"Untreated",0.123663050791428,3,0,0.75,0.25
51,"Treated",0.706451378544499,3,0,0.75,0.25
52,"Treated",-0.929803905646992,3,0,0.75,0.25
53,"Untreated",-0.295029231808316,3,0,0.75,0.25
54,"Untreated",-0.639898413460485,3,0,0.75,0.25
55,"Treated",-0.17221890355268,3,1,0.75,0.25
56,"Treated",0.762872101789548,3,0,0.75,0.25
57,"Treated",-0.243246793378619,3,0,0.75,0.25
58,"Untreated",-0.999052259615702,3,0,0.75,0.25
59,"Untreated",-0.137737510283172,3,0,0.75,0.25
60,"Treated",-0.138256271327495,3,0,0.75,0.25
1,"Untreated",-0.864848049498564,4,0,0.75,0.25
2,"Treated",-0.825868416342084,4,0,0.75,0.25
3,"Untreated",0.702188656095125,4,0,0.75,0.25
4,"Untreated",-1.27585236131515,4,0,0.75,0.25
5,"Treated",0.713836479750768,4,0,0.75,0.25
6,"Treated",1.32778480667684,4,0,0.75,0.25
7,"Untreated",-0.49173050409288,4,0,0.75,0.25
8,"Treated",-0.147771246671273,4,0,0.75,0.25
9,"Untreated",0.988858637643493,4,0,0.75,0.25
10,"Treated",-1.24644728797682,4,0,0.75,0.25
11,"Treated",-1.05787183915392,4,0,0.75,0.25
12,"Treated",0.720609229270213,4,0,0.75,0.25
13,"Treated",-1.60817395216246,4,0,0.75,0.25
14,"Treated",-0.775797314502509,4,0,0.75,0.25
15,"Untreated",0.684792623519675,4,1,0.75,0.25
16,"Untreated",0.150390576722733,4,0,0.75,0.25
17,"Untreated",0.119221200975322,4,0,0.75,0.25
18,"Untreated",-0.841643022993258,4,0,0.75,0.25
19,"Treated",1.56831933544738,4,0,0.75,0.25
20,"Untreated",1.28878742141954,4,0,0.75,0.25
21,"Treated",0.0102405462998827,4,0,0.75,0.25
22,"Treated",-1.06828373629563,4,1,0.75,0.25
23,"Treated",-1.17836806661052,4,0,0.75,0.25
24,"Untreated",0.418378488729262,4,0,0.75,0.25
25,"Treated",-0.239487422334339,4,0,0.75,0.25
26,"Untreated",-0.272845815590253,4,0,0.75,0.25
27,"Untreated",-0.291145597797638,4,0,0.75,0.25
28,"Treated",1.28820430382395,4,0,0.75,0.25
29,"Untreated",0.444317577625005,4,0,0.75,0.25
30,"Untreated",-0.266300438249222,4,0,0.75,0.25
31,"Treated",-2.23666866738817,4,0,0.75,0.25
32,"Untreated",1.116078610626,4,1,0.75,0.25
33,"Untreated",0.522871758952875,4,1,0.75,0.25
34,"Untreated",0.112757670530857,4,0,0.75,0.25
35,"Treated",0.187240372486616,4,0,0.75,0.25
36,"Untreated",-0.724679637106406,4,0,0.75,0.25
37,"Untreated",-0.0971817010062557,4,1,0.75,0.25
38,"Untreated",-1.81572282377787,4,0,0.75,0.25
39,"Treated",-0.0750139202510033,4,0,0.75,0.25
40,"Untreated",-0.428443578814009,4,0,0.75,0.25
41,"Treated",-1.07507156257209,4,0,0.75,0.25
42,"Treated",1.03515805517419,4,0,0.75,0.25
43,"Treated",-0.564798341281592,4,0,0.75,0.25
44,"Untreated",1.38041510128181,4,0,0.75,0.25
45,"Untreated",0.414840632092612,4,0,0.75,0.25
46,"Treated",-0.749311240805021,4,0,0.75,0.25
47,"Untreated",0.764573893677194,4,0,0.75,0.25
48,"Untreated",1.96644771736846,4,1,0.75,0.25
49,"Untreated",0.043292590958662,4,0,0.75,0.25
50,"Untreated",0.123663050791428,4,0,0.75,0.25
51,"Treated",0.706451378544499,4,0,0.75,0.25
52,"Treated",-0.929803905646992,4,0,0.75,0.25
53,"Untreated",-0.295029231808316,4,0,0.75,0.25
54,"Untreated",-0.639898413460485,4,0,0.75,0.25
55,"Treated",-0.17221890355268,4,0,0.75,0.25
56,"Treated",0.762872101789548,4,0,0.75,0.25
57,"Treated",-0.243246793378619,4,0,0.75,0.25
58,"Untreated",-0.999052259615702,4,0,0.75,0.25
59,"Untreated",-0.137737510283172,4,0,0.75,0.25
60,"Treated",-0.138256271327495,4,0,0.75,0.25
1,"Untreated",-0.864848049498564,5,0,0.75,0.25
2,"Treated",-0.825868416342084,5,0,0.75,0.25
3,"Untreated",0.702188656095125,5,0,0.75,0.25
4,"Untreated",-1.27585236131515,5,0,0.75,0.25
5,"Treated",0.713836479750768,5,1,0.75,0.25
6,"Treated",1.32778480667684,5,1,0.75,0.25
7,"Untreated",-0.49173050409288,5,0,0.75,0.25
8,"Treated",-0.147771246671273,5,0,0.75,0.25
9,"Untreated",0.988858637643493,5,1,0.75,0.25
10,"Treated",-1.24644728797682,5,0,0.75,0.25
11,"Treated",-1.05787183915392,5,0,0.75,0.25
12,"Treated",0.720609229270213,5,0,0.75,0.25
13,"Treated",-1.60817395216246,5,0,0.75,0.25
14,"Treated",-0.775797314502509,5,0,0.75,0.25
15,"Untreated",0.684792623519675,5,0,0.75,0.25
16,"Untreated",0.150390576722733,5,1,0.75,0.25
17,"Untreated",0.119221200975322,5,0,0.75,0.25
18,"Untreated",-0.841643022993258,5,0,0.75,0.25
19,"Treated",1.56831933544738,5,1,0.75,0.25
20,"Untreated",1.28878742141954,5,0,0.75,0.25
21,"Treated",0.0102405462998827,5,0,0.75,0.25
22,"Treated",-1.06828373629563,5,0,0.75,0.25
23,"Treated",-1.17836806661052,5,0,0.75,0.25
24,"Untreated",0.418378488729262,5,0,0.75,0.25
25,"Treated",-0.239487422334339,5,0,0.75,0.25
26,"Untreated",-0.272845815590253,5,0,0.75,0.25
27,"Untreated",-0.291145597797638,5,0,0.75,0.25
28,"Treated",1.28820430382395,5,1,0.75,0.25
29,"Untreated",0.444317577625005,5,0,0.75,0.25
30,"Untreated",-0.266300438249222,5,0,0.75,0.25
31,"Treated",-2.23666866738817,5,0,0.75,0.25
32,"Untreated",1.116078610626,5,1,0.75,0.25
33,"Untreated",0.522871758952875,5,0,0.75,0.25
34,"Untreated",0.112757670530857,5,0,0.75,0.25
35,"Treated",0.187240372486616,5,0,0.75,0.25
36,"Untreated",-0.724679637106406,5,0,0.75,0.25
37,"Untreated",-0.0971817010062557,5,0,0.75,0.25
38,"Untreated",-1.81572282377787,5,0,0.75,0.25
39,"Treated",-0.0750139202510033,5,0,0.75,0.25
40,"Untreated",-0.428443578814009,5,0,0.75,0.25
41,"Treated",-1.07507156257209,5,0,0.75,0.25
42,"Treated",1.03515805517419,5,1,0.75,0.25
43,"Treated",-0.564798341281592,5,0,0.75,0.25
44,"Untreated",1.38041510128181,5,1,0.75,0.25
45,"Untreated",0.414840632092612,5,0,0.75,0.25
46,"Treated",-0.749311240805021,5,0,0.75,0.25
47,"Untreated",0.764573893677194,5,0,0.75,0.25
48,"Untreated",1.96644771736846,5,0,0.75,0.25
49,"Untreated",0.043292590958662,5,0,0.75,0.25
50,"Untreated",0.123663050791428,5,0,0.75,0.25
51,"Treated",0.706451378544499,5,0,0.75,0.25
52,"Treated",-0.929803905646992,5,0,0.75,0.25
53,"Untreated",-0.295029231808316,5,0,0.75,0.25
54,"Untreated",-0.639898413460485,5,0,0.75,0.25
55,"Treated",-0.17221890355268,5,0,0.75,0.25
56,"Treated",0.762872101789548,5,0,0.75,0.25
57,"Treated",-0.243246793378619,5,0,0.75,0.25
58,"Untreated",-0.999052259615702,5,0,0.75,0.25
59,"Untreated",-0.137737510283172,5,0,0.75,0.25
60,"Treated",-0.138256271327495,5,0,0.75,0.25
1,"Untreated",-0.864848049498564,6,0,0.75,0.25
2,"Treated",-0.825868416342084,6,0,0.75,0.25
3,"Untreated",0.702188656095125,6,1,0.75,0.25
4,"Untreated",-1.27585236131515,6,1,0.75,0.25
5,"Treated",0.713836479750768,6,1,0.75,0.25
6,"Treated",1.32778480667684,6,0,0.75,0.25
7,"Untreated",-0.49173050409288,6,0,0.75,0.25
8,"Treated",-0.147771246671273,6,1,0.75,0.25
9,"Untreated",0.988858637643493,6,0,0.75,0.25
10,"Treated",-1.24644728797682,6,0,0.75,0.25
11,"Treated",-1.05787183915392,6,0,0.75,0.25
12,"Treated",0.720609229270213,6,0,0.75,0.25
13,"Treated",-1.60817395216246,6,0,0.75,0.25
14,"Treated",-0.775797314502509,6,1,0.75,0.25
15,"Untreated",0.684792623519675,6,0,0.75,0.25
16,"Untreated",0.150390576722733,6,1,0.75,0.25
17,"Untreated",0.119221200975322,6,1,0.75,0.25
18,"Untreated",-0.841643022993258,6,1,0.75,0.25
19,"Treated",1.56831933544738,6,1,0.75,0.25
20,"Untreated",1.28878742141954,6,0,0.75,0.25
21,"Treated",0.0102405462998827,6,1,0.75,0.25
22,"Treated",-1.06828373629563,6,1,0.75,0.25
23,"Treated",-1.17836806661052,6,0,0.75,0.25
24,"Untreated",0.418378488729262,6,0,0.75,0.25
25,"Treated",-0.239487422334339,6,1,0.75,0.25
26,"Untreated",-0.272845815590253,6,0,0.75,0.25
27,"Untreated",-0.291145597797638,6,0,0.75,0.25
28,"Treated",1.28820430382395,6,1,0.75,0.25
29,"Untreated",0.444317577625005,6,0,0.75,0.25
30,"Untreated",-0.266300438249222,6,1,0.75,0.25
31,"Treated",-2.23666866738817,6,1,0.75,0.25
32,"Untreated",1.116078610626,6,1,0.75,0.25
33,"Untreated",0.522871758952875,6,1,0.75,0.25
34,"Untreated",0.112757670530857,6,0,0.75,0.25
35,"Treated",0.187240372486616,6,0,0.75,0.25
36,"Untreated",-0.724679637106406,6,0,0.75,0.25
37,"Untreated",-0.0971817010062557,6,0,0.75,0.25
38,"Untreated",-1.81572282377787,6,0,0.75,0.25
39,"Treated",-0.0750139202510033,6,1,0.75,0.25
40,"Untreated",-0.428443578814009,6,0,0.75,0.25
41,"Treated",-1.07507156257209,6,0,0.75,0.25
42,"Treated",1.03515805517419,6,0,0.75,0.25
43,"Treated",-0.564798341281592,6,0,0.75,0.25
44,"Untreated",1.38041510128181,6,0,0.75,0.25
45,"Untreated",0.414840632092612,6,1,0.75,0.25
46,"Treated",-0.749311240805021,6,1,0.75,0.25
47,"Untreated",0.764573893677194,6,0,0.75,0.25
48,"Untreated",1.96644771736846,6,1,0.75,0.25
49,"Untreated",0.043292590958662,6,0,0.75,0.25
50,"Untreated",0.123663050791428,6,1,0.75,0.25
51,"Treated",0.706451378544499,6,0,0.75,0.25
52,"Treated",-0.929803905646992,6,0,0.75,0.25
53,"Untreated",-0.295029231808316,6,0,0.75,0.25
54,"Untreated",-0.639898413460485,6,0,0.75,0.25
55,"Treated",-0.17221890355268,6,0,0.75,0.25
56,"Treated",0.762872101789548,6,1,0.75,0.25
57,"Treated",-0.243246793378619,6,1,0.75,0.25
58,"Untreated",-0.999052259615702,6,0,0.75,0.25
59,"Untreated",-0.137737510283172,6,1,0.75,0.25
60,"Treated",-0.138256271327495,6,1,0.75,0.25
1,"Untreated",-0.864848049498564,7,0,0.75,0.25
2,"Treated",-0.825868416342084,7,0,0.75,0.25
3,"Untreated",0.702188656095125,7,1,0.75,0.25
4,"Untreated",-1.27585236131515,7,1,0.75,0.25
5,"Treated",0.713836479750768,7,1,0.75,0.25
6,"Treated",1.32778480667684,7,0,0.75,0.25
7,"Untreated",-0.49173050409288,7,0,0.75,0.25
8,"Treated",-0.147771246671273,7,1,0.75,0.25
9,"Untreated",0.988858637643493,7,0,0.75,0.25
10,"Treated",-1.24644728797682,7,0,0.75,0.25
11,"Treated",-1.05787183915392,7,0,0.75,0.25
12,"Treated",0.720609229270213,7,1,0.75,0.25
13,"Treated",-1.60817395216246,7,0,0.75,0.25
14,"Treated",-0.775797314502509,7,0,0.75,0.25
15,"Untreated",0.684792623519675,7,0,0.75,0.25
16,"Untreated",0.150390576722733,7,0,0.75,0.25
17,"Untreated",0.119221200975322,7,0,0.75,0.25
18,"Untreated",-0.841643022993258,7,0,0.75,0.25
19,"Treated",1.56831933544738,7,1,0.75,0.25
20,"Untreated",1.28878742141954,7,0,0.75,0.25
21,"Treated",0.0102405462998827,7,1,0.75,0.25
22,"Treated",-1.06828373629563,7,0,0.75,0.25
23,"Treated",-1.17836806661052,7,0,0.75,0.25
24,"Untreated",0.418378488729262,7,0,0.75,0.25
25,"Treated",-0.239487422334339,7,0,0.75,0.25
26,"Untreated",-0.272845815590253,7,0,0.75,0.25
27,"Untreated",-0.291145597797638,7,0,0.75,0.25
28,"Treated",1.28820430382395,7,1,0.75,0.25
29,"Untreated",0.444317577625005,7,0,0.75,0.25
30,"Untreated",-0.266300438249222,7,1,0.75,0.25
31,"Treated",-2.23666866738817,7,0,0.75,0.25
32,"Untreated",1.116078610626,7,1,0.75,0.25
33,"Untreated",0.522871758952875,7,0,0.75,0.25
34,"Untreated",0.112757670530857,7,1,0.75,0.25
35,"Treated",0.187240372486616,7,1,0.75,0.25
36,"Untreated",-0.724679637106406,7,0,0.75,0.25
37,"Untreated",-0.0971817010062557,7,0,0.75,0.25
38,"Untreated",-1.81572282377787,7,0,0.75,0.25
39,"Treated",-0.0750139202510033,7,0,0.75,0.25
40,"Untreated",-0.428443578814009,7,0,0.75,0.25
41,"Treated",-1.07507156257209,7,0,0.75,0.25
42,"Treated",1.03515805517419,7,1,0.75,0.25
43,"Treated",-0.564798341281592,7,0,0.75,0.25
44,"Untreated",1.38041510128181,7,1,0.75,0.25
45,"Untreated",0.414840632092612,7,0,0.75,0.25
46,"Treated",-0.749311240805021,7,0,0.75,0.25
47,"Untreated",0.764573893677194,7,1,0.75,0.25
48,"Untreated",1.96644771736846,7,1,0.75,0.25
49,"Untreated",0.043292590958662,7,0,0.75,0.25
50,"Untreated",0.123663050791428,7,0,0.75,0.25
51,"Treated",0.706451378544499,7,1,0.75,0.25
52,"Treated",-0.929803905646992,7,0,0.75,0.25
53,"Untreated",-0.295029231808316,7,0,0.75,0.25
54,"Untreated",-0.639898413460485,7,0,0.75,0.25
55,"Treated",-0.17221890355268,7,0,0.75,0.25
56,"Treated",0.762872101789548,7,1,0.75,0.25
57,"Treated",-0.243246793378619,7,1,0.75,0.25
58,"Untreated",-0.999052259615702,7,0,0.75,0.25
59,"Untreated",-0.137737510283172,7,0,0.75,0.25
60,"Treated",-0.138256271327495,7,1,0.75,0.25
1,"Untreated",-0.864848049498564,8,0,0.75,0.25
2,"Treated",-0.825868416342084,8,0,0.75,0.25
3,"Untreated",0.702188656095125,8,1,0.75,0.25
4,"Untreated",-1.27585236131515,8,0,0.75,0.25
5,"Treated",0.713836479750768,8,0,0.75,0.25
6,"Treated",1.32778480667684,8,1,0.75,0.25
7,"Untreated",-0.49173050409288,8,0,0.75,0.25
8,"Treated",-0.147771246671273,8,1,0.75,0.25
9,"Untreated",0.988858637643493,8,0,0.75,0.25
10,"Treated",-1.24644728797682,8,0,0.75,0.25
11,"Treated",-1.05787183915392,8,1,0.75,0.25
12,"Treated",0.720609229270213,8,1,0.75,0.25
13,"Treated",-1.60817395216246,8,1,0.75,0.25
14,"Treated",-0.775797314502509,8,0,0.75,0.25
15,"Untreated",0.684792623519675,8,1,0.75,0.25
16,"Untreated",0.150390576722733,8,0,0.75,0.25
17,"Untreated",0.119221200975322,8,1,0.75,0.25
18,"Untreated",-0.841643022993258,8,1,0.75,0.25
19,"Treated",1.56831933544738,8,1,0.75,0.25
20,"Untreated",1.28878742141954,8,0,0.75,0.25
21,"Treated",0.0102405462998827,8,0,0.75,0.25
22,"Treated",-1.06828373629563,8,1,0.75,0.25
23,"Treated",-1.17836806661052,8,0,0.75,0.25
24,"Untreated",0.418378488729262,8,0,0.75,0.25
25,"Treated",-0.239487422334339,8,1,0.75,0.25
26,"Untreated",-0.272845815590253,8,0,0.75,0.25
27,"Untreated",-0.291145597797638,8,0,0.75,0.25
28,"Treated",1.28820430382395,8,1,0.75,0.25
29,"Untreated",0.444317577625005,8,0,0.75,0.25
30,"Untreated",-0.266300438249222,8,0,0.75,0.25
31,"Treated",-2.23666866738817,8,0,0.75,0.25
32,"Untreated",1.116078610626,8,1,0.75,0.25
33,"Untreated",0.522871758952875,8,1,0.75,0.25
34,"Untreated",0.112757670530857,8,0,0.75,0.25
35,"Treated",0.187240372486616,8,1,0.75,0.25
36,"Untreated",-0.724679637106406,8,0,0.75,0.25
37,"Untreated",-0.0971817010062557,8,0,0.75,0.25
38,"Untreated",-1.81572282377787,8,0,0.75,0.25
39,"Treated",-0.0750139202510033,8,1,0.75,0.25
40,"Untreated",-0.428443578814009,8,0,0.75,0.25
41,"Treated",-1.07507156257209,8,0,0.75,0.25
42,"Treated",1.03515805517419,8,1,0.75,0.25
43,"Treated",-0.564798341281592,8,0,0.75,0.25
44,"Untreated",1.38041510128181,8,1,0.75,0.25
45,"Untreated",0.414840632092612,8,0,0.75,0.25
46,"Treated",-0.749311240805021,8,0,0.75,0.25
47,"Untreated",0.764573893677194,8,0,0.75,0.25
48,"Untreated",1.96644771736846,8,1,0.75,0.25
49,"Untreated",0.043292590958662,8,0,0.75,0.25
50,"Untreated",0.123663050791428,8,0,0.75,0.25
51,"Treated",0.706451378544499,8,1,0.75,0.25
52,"Treated",-0.929803905646992,8,0,0.75,0.25
53,"Untreated",-0.295029231808316,8,1,0.75,0.25
54,"Untreated",-0.639898413460485,8,1,0.75,0.25
55,"Treated",-0.17221890355268,8,1,0.75,0.25
56,"Treated",0.762872101789548,8,0,0.75,0.25
57,"Treated",-0.243246793378619,8,0,0.75,0.25
58,"Untreated",-0.999052259615702,8,0,0.75,0.25
59,"Untreated",-0.137737510283172,8,0,0.75,0.25
60,"Treated",-0.138256271327495,8,1,0.75,0.25
1,"Untreated",-0.864848049498564,9,1,0.75,0.25
2,"Treated",-0.825868416342084,9,0,0.75,0.25
3,"Untreated",0.702188656095125,9,0,0.75,0.25
4,"Untreated",-1.27585236131515,9,0,0.75,0.25
5,"Treated",0.713836479750768,9,1,0.75,0.25
6,"Treated",1.32778480667684,9,1,0.75,0.25
7,"Untreated",-0.49173050409288,9,0,0.75,0.25
8,"Treated",-0.147771246671273,9,0,0.75,0.25
9,"Untreated",0.988858637643493,9,0,0.75,0.25
10,"Treated",-1.24644728797682,9,0,0.75,0.25
11,"Treated",-1.05787183915392,9,1,0.75,0.25
12,"Treated",0.720609229270213,9,0,0.75,0.25
13,"Treated",-1.60817395216246,9,0,0.75,0.25
14,"Treated",-0.775797314502509,9,1,0.75,0.25
15,"Untreated",0.684792623519675,9,0,0.75,0.25
