"id","item_type","item_variability","session","response","bs_variance","ws_variance"
53,"Untreated",-0.558487890746215,6,0,0.75,0.75
54,"Treated",-0.053949805592906,6,0,0.75,0.75
55,"Untreated",0.0467152977817875,6,0,0.75,0.75
56,"Untreated",-0.748359275363863,6,0,0.75,0.75
57,"Treated",1.21846841449044,6,1,0.75,0.75
58,"Treated",-0.980464081630508,6,0,0.75,0.75
59,"Treated",0.851159890772937,6,1,0.75,0.75
60,"Untreated",2.38806532002244,6,1,0.75,0.75
1,"Treated",-0.490149996730723,7,0,0.75,0.75
2,"Treated",-0.794340545755219,7,0,0.75,0.75
3,"Untreated",0.0356990775295135,7,0,0.75,0.75
4,"Treated",0.302018822166666,7,0,0.75,0.75
5,"Untreated",0.0868021082626373,7,1,0.75,0.75
6,"Untreated",0.590399151218269,7,0,0.75,0.75
7,"Untreated",-0.395931105376069,7,0,0.75,0.75
8,"Untreated",-0.510826959933373,7,0,0.75,0.75
9,"Treated",-0.38891378712943,7,0,0.75,0.75
10,"Treated",-0.97120772043012,7,1,0.75,0.75
11,"Untreated",-0.107344559575719,7,0,0.75,0.75
12,"Untreated",0.589113565469986,7,1,0.75,0.75
13,"Untreated",-1.10679796484413,7,0,0.75,0.75
14,"Treated",-0.996444217101136,7,0,0.75,0.75
15,"Untreated",-0.951204047881614,7,0,0.75,0.75
16,"Untreated",0.609786277147505,7,1,0.75,0.75
17,"Untreated",0.434159320585374,7,1,0.75,0.75
18,"Treated",1.06515187130812,7,1,0.75,0.75
19,"Untreated",-1.09866548200027,7,0,0.75,0.75
20,"Treated",-0.373665106534483,7,1,0.75,0.75
21,"Treated",0.447942289034249,7,0,0.75,0.75
22,"Untreated",0.926550938162341,7,1,0.75,0.75
23,"Treated",-0.0580016245109052,7,1,0.75,0.75
24,"Untreated",0.461544277481553,7,0,0.75,0.75
25,"Treated",0.187991265230265,7,1,0.75,0.75
26,"Treated",-1.55059972809172,7,0,0.75,0.75
27,"Untreated",-0.624975694353135,7,1,0.75,0.75
28,"Treated",0.947380408583788,7,1,0.75,0.75
29,"Treated",0.160504349419969,7,1,0.75,0.75
30,"Treated",-1.44234019034328,7,0,0.75,0.75
31,"Treated",-0.421212726490766,7,0,0.75,0.75
32,"Treated",-0.73379616242696,7,0,0.75,0.75
33,"Treated",0.650864198554617,7,1,0.75,0.75
34,"Untreated",1.03320151772877,7,1,0.75,0.75
35,"Untreated",-1.04146711384451,7,0,0.75,0.75
36,"Untreated",0.129015701813906,7,1,0.75,0.75
37,"Untreated",-0.20383486759057,7,0,0.75,0.75
38,"Untreated",1.29362445119179,7,1,0.75,0.75
39,"Treated",-0.647494889621819,7,0,0.75,0.75
40,"Untreated",0.647680643640084,7,0,0.75,0.75
41,"Treated",-0.252554857972224,7,1,0.75,0.75
42,"Treated",-0.692771368292575,7,1,0.75,0.75
43,"Treated",0.10266229069448,7,1,0.75,0.75
44,"Untreated",0.293273023359404,7,0,0.75,0.75
45,"Untreated",-0.215793779582618,7,1,0.75,0.75
46,"Untreated",-0.0724212140373048,7,0,0.75,0.75
47,"Treated",-1.19610679534177,7,1,0.75,0.75
48,"Treated",-1.04943796128157,7,0,0.75,0.75
49,"Untreated",-0.102402789124448,7,0,0.75,0.75
50,"Treated",0.621574637402877,7,1,0.75,0.75
51,"Treated",-0.621977677867527,7,0,0.75,0.75
52,"Treated",-0.539282656867213,7,1,0.75,0.75
53,"Untreated",-0.558487890746215,7,0,0.75,0.75
54,"Treated",-0.053949805592906,7,1,0.75,0.75
55,"Untreated",0.0467152977817875,7,0,0.75,0.75
56,"Untreated",-0.748359275363863,7,0,0.75,0.75
57,"Treated",1.21846841449044,7,1,0.75,0.75
58,"Treated",-0.980464081630508,7,1,0.75,0.75
59,"Treated",0.851159890772937,7,0,0.75,0.75
60,"Untreated",2.38806532002244,7,1,0.75,0.75
1,"Treated",-0.490149996730723,8,1,0.75,0.75
2,"Treated",-0.794340545755219,8,0,0.75,0.75
3,"Untreated",0.0356990775295135,8,0,0.75,0.75
4,"Treated",0.302018822166666,8,0,0.75,0.75
5,"Untreated",0.0868021082626373,8,0,0.75,0.75
6,"Untreated",0.590399151218269,8,1,0.75,0.75
7,"Untreated",-0.395931105376069,8,0,0.75,0.75
8,"Untreated",-0.510826959933373,8,0,0.75,0.75
9,"Treated",-0.38891378712943,8,0,0.75,0.75
10,"Treated",-0.97120772043012,8,0,0.75,0.75
11,"Untreated",-0.107344559575719,8,1,0.75,0.75
12,"Untreated",0.589113565469986,8,1,0.75,0.75
13,"Untreated",-1.10679796484413,8,0,0.75,0.75
14,"Treated",-0.996444217101136,8,1,0.75,0.75
15,"Untreated",-0.951204047881614,8,0,0.75,0.75
16,"Untreated",0.609786277147505,8,0,0.75,0.75
17,"Untreated",0.434159320585374,8,1,0.75,0.75
18,"Treated",1.06515187130812,8,1,0.75,0.75
19,"Untreated",-1.09866548200027,8,0,0.75,0.75
20,"Treated",-0.373665106534483,8,1,0.75,0.75
21,"Treated",0.447942289034249,8,1,0.75,0.75
22,"Untreated",0.926550938162341,8,1,0.75,0.75
23,"Treated",-0.0580016245109052,8,0,0.75,0.75
24,"Untreated",0.461544277481553,8,0,0.75,0.75
25,"Treated",0.187991265230265,8,1,0.75,0.75
26,"Treated",-1.55059972809172,8,0,0.75,0.75
27,"Untreated",-0.624975694353135,8,0,0.75,0.75
28,"Treated",0.947380408583788,8,1,0.75,0.75
29,"Treated",0.160504349419969,8,1,0.75,0.75
30,"Treated",-1.44234019034328,8,0,0.75,0.75
31,"Treated",-0.421212726490766,8,0,0.75,0.75
32,"Treated",-0.73379616242696,8,1,0.75,0.75
33,"Treated",0.650864198554617,8,1,0.75,0.75
34,"Untreated",1.03320151772877,8,0,0.75,0.75
35,"Untreated",-1.04146711384451,8,1,0.75,0.75
36,"Untreated",0.129015701813906,8,1,0.75,0.75
37,"Untreated",-0.20383486759057,8,0,0.75,0.75
38,"Untreated",1.29362445119179,8,1,0.75,0.75
39,"Treated",-0.647494889621819,8,1,0.75,0.75
40,"Untreated",0.647680643640084,8,0,0.75,0.75
41,"Treated",-0.252554857972224,8,0,0.75,0.75
42,"Treated",-0.692771368292575,8,1,0.75,0.75
43,"Treated",0.10266229069448,8,1,0.75,0.75
44,"Untreated",0.293273023359404,8,0,0.75,0.75
45,"Untreated",-0.215793779582618,8,0,0.75,0.75
46,"Untreated",-0.0724212140373048,8,0,0.75,0.75
47,"Treated",-1.19610679534177,8,0,0.75,0.75
48,"Treated",-1.04943796128157,8,0,0.75,0.75
49,"Untreated",-0.102402789124448,8,0,0.75,0.75
50,"Treated",0.621574637402877,8,0,0.75,0.75
51,"Treated",-0.621977677867527,8,1,0.75,0.75
52,"Treated",-0.539282656867213,8,1,0.75,0.75
53,"Untreated",-0.558487890746215,8,0,0.75,0.75
54,"Treated",-0.053949805592906,8,1,0.75,0.75
55,"Untreated",0.0467152977817875,8,1,0.75,0.75
56,"Untreated",-0.748359275363863,8,1,0.75,0.75
57,"Treated",1.21846841449044,8,1,0.75,0.75
58,"Treated",-0.980464081630508,8,1,0.75,0.75
59,"Treated",0.851159890772937,8,0,0.75,0.75
60,"Untreated",2.38806532002244,8,1,0.75,0.75
1,"Treated",-0.490149996730723,9,1,0.75,0.75
2,"Treated",-0.794340545755219,9,0,0.75,0.75
3,"Untreated",0.0356990775295135,9,0,0.75,0.75
4,"Treated",0.302018822166666,9,0,0.75,0.75
5,"Untreated",0.0868021082626373,9,1,0.75,0.75
6,"Untreated",0.590399151218269,9,0,0.75,0.75
7,"Untreated",-0.395931105376069,9,0,0.75,0.75
8,"Untreated",-0.510826959933373,9,1,0.75,0.75
9,"Treated",-0.38891378712943,9,1,0.75,0.75
10,"Treated",-0.97120772043012,9,0,0.75,0.75
11,"Untreated",-0.107344559575719,9,0,0.75,0.75
12,"Untreated",0.589113565469986,9,1,0.75,0.75
13,"Untreated",-1.10679796484413,9,0,0.75,0.75
14,"Treated",-0.996444217101136,9,1,0.75,0.75
15,"Untreated",-0.951204047881614,9,0,0.75,0.75
