"sessionID","session","set","participant_variation","setID","id","i.id","response","sample_size","bs_variance","ws_variance"
11,11,5,0.362688583015655,55,3,166,0,1,0.75,0.25
1,1,5,1.52736832864116,2,4,3,0,1,0.75,0.25
1,1,5,1.52736832864116,2,4,4,0,1,0.75,0.25
1,1,5,1.52736832864116,2,4,5,1,1,0.75,0.25
1,1,5,1.52736832864116,2,4,6,0,1,0.75,0.25
3,3,5,-0.230136676189813,13,4,43,0,1,0.75,0.25
3,3,5,-0.230136676189813,13,4,44,0,1,0.75,0.25
3,3,5,-0.230136676189813,13,4,45,0,1,0.75,0.25
3,3,5,-0.230136676189813,13,4,46,0,1,0.75,0.25
5,5,5,1.19217906916949,22,4,71,0,1,0.75,0.25
5,5,5,1.19217906916949,22,4,72,0,1,0.75,0.25
5,5,5,1.19217906916949,22,4,73,0,1,0.75,0.25
5,5,5,1.19217906916949,22,4,74,0,1,0.75,0.25
5,5,5,1.19217906916949,25,4,86,0,1,0.75,0.25
5,5,5,1.19217906916949,25,4,87,0,1,0.75,0.25
5,5,5,1.19217906916949,25,4,88,0,1,0.75,0.25
5,5,5,1.19217906916949,25,4,89,1,1,0.75,0.25
6,6,5,-0.156226058847931,26,4,90,0,1,0.75,0.25
6,6,5,-0.156226058847931,26,4,91,0,1,0.75,0.25
6,6,5,-0.156226058847931,26,4,92,0,1,0.75,0.25
6,6,5,-0.156226058847931,26,4,93,0,1,0.75,0.25
7,7,5,-1.35764648960668,33,4,114,0,1,0.75,0.25
7,7,5,-1.35764648960668,33,4,115,1,1,0.75,0.25
7,7,5,-1.35764648960668,33,4,116,0,1,0.75,0.25
7,7,5,-1.35764648960668,33,4,117,0,1,0.75,0.25
7,7,5,-1.35764648960668,34,4,118,0,1,0.75,0.25
7,7,5,-1.35764648960668,34,4,119,0,1,0.75,0.25
7,7,5,-1.35764648960668,34,4,120,1,1,0.75,0.25
7,7,5,-1.35764648960668,34,4,121,1,1,0.75,0.25
8,8,5,-0.225795246510038,37,4,125,0,1,0.75,0.25
8,8,5,-0.225795246510038,37,4,126,0,1,0.75,0.25
8,8,5,-0.225795246510038,37,4,127,0,1,0.75,0.25
8,8,5,-0.225795246510038,37,4,128,0,1,0.75,0.25
11,11,5,0.362688583015655,53,4,159,0,1,0.75,0.25
11,11,5,0.362688583015655,53,4,160,0,1,0.75,0.25
11,11,5,0.362688583015655,53,4,161,0,1,0.75,0.25
11,11,5,0.362688583015655,53,4,162,0,1,0.75,0.25
1,1,5,1.52736832864116,4,5,9,0,1,0.75,0.25
1,1,5,1.52736832864116,4,5,10,0,1,0.75,0.25
1,1,5,1.52736832864116,4,5,11,0,1,0.75,0.25
1,1,5,1.52736832864116,4,5,12,0,1,0.75,0.25
1,1,5,1.52736832864116,4,5,13,0,1,0.75,0.25
2,2,5,0.420543108841191,8,5,23,0,1,0.75,0.25
2,2,5,0.420543108841191,8,5,24,0,1,0.75,0.25
2,2,5,0.420543108841191,8,5,25,0,1,0.75,0.25
2,2,5,0.420543108841191,8,5,26,0,1,0.75,0.25
2,2,5,0.420543108841191,8,5,27,0,1,0.75,0.25
4,4,5,0.131299298541268,16,5,51,0,1,0.75,0.25
4,4,5,0.131299298541268,16,5,52,0,1,0.75,0.25
4,4,5,0.131299298541268,16,5,53,0,1,0.75,0.25
4,4,5,0.131299298541268,16,5,54,0,1,0.75,0.25
4,4,5,0.131299298541268,16,5,55,0,1,0.75,0.25
5,5,5,1.19217906916949,21,5,66,0,1,0.75,0.25
5,5,5,1.19217906916949,21,5,67,0,1,0.75,0.25
5,5,5,1.19217906916949,21,5,68,0,1,0.75,0.25
5,5,5,1.19217906916949,21,5,69,0,1,0.75,0.25
5,5,5,1.19217906916949,21,5,70,0,1,0.75,0.25
7,7,5,-1.35764648960668,32,5,109,0,1,0.75,0.25
7,7,5,-1.35764648960668,32,5,110,1,1,0.75,0.25
7,7,5,-1.35764648960668,32,5,111,0,1,0.75,0.25
7,7,5,-1.35764648960668,32,5,112,1,1,0.75,0.25
7,7,5,-1.35764648960668,32,5,113,0,1,0.75,0.25
10,10,5,0.739495164268866,50,5,151,0,1,0.75,0.25
10,10,5,0.739495164268866,50,5,152,0,1,0.75,0.25
10,10,5,0.739495164268866,50,5,153,0,1,0.75,0.25
10,10,5,0.739495164268866,50,5,154,0,1,0.75,0.25
10,10,5,0.739495164268866,50,5,155,1,1,0.75,0.25
1,1,5,1.52736832864116,5,6,14,0,1,0.75,0.25
1,1,5,1.52736832864116,5,6,15,0,1,0.75,0.25
1,1,5,1.52736832864116,5,6,16,0,1,0.75,0.25
1,1,5,1.52736832864116,5,6,17,1,1,0.75,0.25
1,1,5,1.52736832864116,5,6,18,0,1,0.75,0.25
1,1,5,1.52736832864116,5,6,19,0,1,0.75,0.25
3,3,5,-0.230136676189813,11,6,34,0,1,0.75,0.25
3,3,5,-0.230136676189813,11,6,35,0,1,0.75,0.25
3,3,5,-0.230136676189813,11,6,36,0,1,0.75,0.25
3,3,5,-0.230136676189813,11,6,37,0,1,0.75,0.25
3,3,5,-0.230136676189813,11,6,38,0,1,0.75,0.25
3,3,5,-0.230136676189813,11,6,39,0,1,0.75,0.25
4,4,5,0.131299298541268,20,6,60,0,1,0.75,0.25
4,4,5,0.131299298541268,20,6,61,0,1,0.75,0.25
4,4,5,0.131299298541268,20,6,62,0,1,0.75,0.25
4,4,5,0.131299298541268,20,6,63,0,1,0.75,0.25
4,4,5,0.131299298541268,20,6,64,0,1,0.75,0.25
4,4,5,0.131299298541268,20,6,65,0,1,0.75,0.25
7,7,5,-1.35764648960668,31,6,103,0,1,0.75,0.25
7,7,5,-1.35764648960668,31,6,104,0,1,0.75,0.25
7,7,5,-1.35764648960668,31,6,105,0,1,0.75,0.25
7,7,5,-1.35764648960668,31,6,106,0,1,0.75,0.25
7,7,5,-1.35764648960668,31,6,107,0,1,0.75,0.25
7,7,5,-1.35764648960668,31,6,108,0,1,0.75,0.25
5,5,5,1.19217906916949,24,8,78,0,1,0.75,0.25
5,5,5,1.19217906916949,24,8,79,0,1,0.75,0.25
5,5,5,1.19217906916949,24,8,80,0,1,0.75,0.25
5,5,5,1.19217906916949,24,8,81,0,1,0.75,0.25
5,5,5,1.19217906916949,24,8,82,0,1,0.75,0.25
5,5,5,1.19217906916949,24,8,83,0,1,0.75,0.25
5,5,5,1.19217906916949,24,8,84,0,1,0.75,0.25
5,5,5,1.19217906916949,24,8,85,0,1,0.75,0.25
