"id","item_type","item_variability","session","response","bs_variance","ws_variance"
2,"Untreated",-0.162667486364075,5,1,0.25,0.25
3,"Treated",-0.252640443946354,5,0,0.25,0.25
4,"Treated",0.602124519543833,5,0,0.25,0.25
5,"Untreated",-0.249489449252271,5,0,0.25,0.25
6,"Treated",0.194797740853039,5,1,0.25,0.25
7,"Untreated",0.168665937431869,5,0,0.25,0.25
8,"Untreated",-0.244630775025113,5,0,0.25,0.25
9,"Treated",-0.285385530346083,5,0,0.25,0.25
10,"Untreated",0.214182032088145,5,1,0.25,0.25
11,"Treated",-0.436230918603069,5,0,0.25,0.25
12,"Treated",-0.00234550667937111,5,0,0.25,0.25
13,"Treated",0.247687574490112,5,0,0.25,0.25
14,"Treated",0.986409339684723,5,0,0.25,0.25
15,"Untreated",-0.598431061976319,5,0,0.25,0.25
16,"Treated",0.0652192405584196,5,1,0.25,0.25
17,"Untreated",0.164529820092996,5,0,0.25,0.25
18,"Treated",0.334079150809499,5,1,0.25,0.25
19,"Untreated",0.319496478685542,5,0,0.25,0.25
20,"Untreated",0.970225648174291,5,0,0.25,0.25
21,"Untreated",-0.277269532366214,5,0,0.25,0.25
22,"Untreated",-0.382855529518402,5,0,0.25,0.25
23,"Treated",-0.323347180655194,5,1,0.25,0.25
24,"Treated",-0.513765426871422,5,0,0.25,0.25
25,"Treated",-0.340449035730407,5,0,0.25,0.25
26,"Untreated",-0.716805330661685,5,0,0.25,0.25
27,"Treated",0.447746756247549,5,0,0.25,0.25
28,"Treated",-0.119530635242395,5,0,0.25,0.25
29,"Untreated",0.50020190643546,5,0,0.25,0.25
30,"Untreated",-0.0162949899180743,5,0,0.25,0.25
31,"Untreated",0.796473538106193,5,0,0.25,0.25
32,"Untreated",0.430098716138988,5,0,0.25,0.25
33,"Untreated",0.269184883782038,5,0,0.25,0.25
34,"Treated",0.0876228689083686,5,0,0.25,0.25
35,"Treated",0.822949070087256,5,0,0.25,0.25
36,"Treated",-0.0644439699260192,5,0,0.25,0.25
37,"Untreated",-0.997751989852183,5,0,0.25,0.25
38,"Treated",0.357319694702542,5,0,0.25,0.25
39,"Untreated",0.24584978147941,5,0,0.25,0.25
40,"Treated",-1.05940629558843,5,0,0.25,0.25
41,"Treated",0.565659227387906,5,1,0.25,0.25
42,"Treated",-0.604107640106435,5,0,0.25,0.25
43,"Treated",0.147932959296896,5,0,0.25,0.25
44,"Untreated",0.0376343450324406,5,0,0.25,0.25
45,"Treated",0.0980801241540015,5,0,0.25,0.25
46,"Untreated",-0.156379449870677,5,0,0.25,0.25
47,"Untreated",0.710645073404124,5,0,0.25,0.25
48,"Untreated",0.341735275250112,5,0,0.25,0.25
49,"Treated",-0.51942814555569,5,0,0.25,0.25
50,"Treated",0.0078413447012763,5,0,0.25,0.25
51,"Untreated",-0.621604839171976,5,0,0.25,0.25
52,"Treated",0.495929490797165,5,0,0.25,0.25
53,"Untreated",0.431982569799211,5,0,0.25,0.25
54,"Untreated",-0.87751927437777,5,0,0.25,0.25
55,"Treated",0.0744041092580756,5,0,0.25,0.25
56,"Treated",0.555037280179034,5,0,0.25,0.25
57,"Untreated",-0.0913764571916572,5,0,0.25,0.25
58,"Untreated",-0.127593884005655,5,0,0.25,0.25
59,"Untreated",-0.125468343511847,5,0,0.25,0.25
60,"Untreated",0.408310479634572,5,0,0.25,0.25
1,"Treated",-0.719896822592253,6,0,0.25,0.25
2,"Untreated",-0.162667486364075,6,1,0.25,0.25
3,"Treated",-0.252640443946354,6,1,0.25,0.25
4,"Treated",0.602124519543833,6,1,0.25,0.25
5,"Untreated",-0.249489449252271,6,1,0.25,0.25
6,"Treated",0.194797740853039,6,1,0.25,0.25
7,"Untreated",0.168665937431869,6,1,0.25,0.25
8,"Untreated",-0.244630775025113,6,0,0.25,0.25
9,"Treated",-0.285385530346083,6,0,0.25,0.25
10,"Untreated",0.214182032088145,6,0,0.25,0.25
11,"Treated",-0.436230918603069,6,1,0.25,0.25
12,"Treated",-0.00234550667937111,6,1,0.25,0.25
13,"Treated",0.247687574490112,6,1,0.25,0.25
14,"Treated",0.986409339684723,6,0,0.25,0.25
15,"Untreated",-0.598431061976319,6,0,0.25,0.25
16,"Treated",0.0652192405584196,6,1,0.25,0.25
17,"Untreated",0.164529820092996,6,0,0.25,0.25
18,"Treated",0.334079150809499,6,0,0.25,0.25
19,"Untreated",0.319496478685542,6,0,0.25,0.25
20,"Untreated",0.970225648174291,6,0,0.25,0.25
21,"Untreated",-0.277269532366214,6,1,0.25,0.25
22,"Untreated",-0.382855529518402,6,0,0.25,0.25
23,"Treated",-0.323347180655194,6,0,0.25,0.25
24,"Treated",-0.513765426871422,6,0,0.25,0.25
25,"Treated",-0.340449035730407,6,1,0.25,0.25
26,"Untreated",-0.716805330661685,6,0,0.25,0.25
27,"Treated",0.447746756247549,6,1,0.25,0.25
28,"Treated",-0.119530635242395,6,0,0.25,0.25
29,"Untreated",0.50020190643546,6,1,0.25,0.25
30,"Untreated",-0.0162949899180743,6,1,0.25,0.25
31,"Untreated",0.796473538106193,6,0,0.25,0.25
32,"Untreated",0.430098716138988,6,0,0.25,0.25
33,"Untreated",0.269184883782038,6,0,0.25,0.25
34,"Treated",0.0876228689083686,6,1,0.25,0.25
35,"Treated",0.822949070087256,6,1,0.25,0.25
36,"Treated",-0.0644439699260192,6,0,0.25,0.25
37,"Untreated",-0.997751989852183,6,0,0.25,0.25
38,"Treated",0.357319694702542,6,1,0.25,0.25
39,"Untreated",0.24584978147941,6,0,0.25,0.25
40,"Treated",-1.05940629558843,6,1,0.25,0.25
41,"Treated",0.565659227387906,6,1,0.25,0.25
42,"Treated",-0.604107640106435,6,1,0.25,0.25
43,"Treated",0.147932959296896,6,1,0.25,0.25
44,"Untreated",0.0376343450324406,6,1,0.25,0.25
45,"Treated",0.0980801241540015,6,1,0.25,0.25
46,"Untreated",-0.156379449870677,6,0,0.25,0.25
47,"Untreated",0.710645073404124,6,0,0.25,0.25
48,"Untreated",0.341735275250112,6,0,0.25,0.25
49,"Treated",-0.51942814555569,6,0,0.25,0.25
50,"Treated",0.0078413447012763,6,0,0.25,0.25
51,"Untreated",-0.621604839171976,6,0,0.25,0.25
52,"Treated",0.495929490797165,6,0,0.25,0.25
53,"Untreated",0.431982569799211,6,0,0.25,0.25
54,"Untreated",-0.87751927437777,6,0,0.25,0.25
55,"Treated",0.0744041092580756,6,1,0.25,0.25
56,"Treated",0.555037280179034,6,1,0.25,0.25
57,"Untreated",-0.0913764571916572,6,0,0.25,0.25
58,"Untreated",-0.127593884005655,6,0,0.25,0.25
59,"Untreated",-0.125468343511847,6,1,0.25,0.25
60,"Untreated",0.408310479634572,6,0,0.25,0.25
1,"Treated",-0.719896822592253,7,1,0.25,0.25
2,"Untreated",-0.162667486364075,7,0,0.25,0.25
3,"Treated",-0.252640443946354,7,0,0.25,0.25
4,"Treated",0.602124519543833,7,0,0.25,0.25
5,"Untreated",-0.249489449252271,7,0,0.25,0.25
6,"Treated",0.194797740853039,7,0,0.25,0.25
7,"Untreated",0.168665937431869,7,0,0.25,0.25
8,"Untreated",-0.244630775025113,7,0,0.25,0.25
9,"Treated",-0.285385530346083,7,1,0.25,0.25
10,"Untreated",0.214182032088145,7,0,0.25,0.25
11,"Treated",-0.436230918603069,7,0,0.25,0.25
12,"Treated",-0.00234550667937111,7,0,0.25,0.25
13,"Treated",0.247687574490112,7,1,0.25,0.25
14,"Treated",0.986409339684723,7,0,0.25,0.25
15,"Untreated",-0.598431061976319,7,0,0.25,0.25
16,"Treated",0.0652192405584196,7,0,0.25,0.25
17,"Untreated",0.164529820092996,7,0,0.25,0.25
18,"Treated",0.334079150809499,7,0,0.25,0.25
19,"Untreated",0.319496478685542,7,0,0.25,0.25
20,"Untreated",0.970225648174291,7,0,0.25,0.25
21,"Untreated",-0.277269532366214,7,0,0.25,0.25
22,"Untreated",-0.382855529518402,7,0,0.25,0.25
23,"Treated",-0.323347180655194,7,1,0.25,0.25
24,"Treated",-0.513765426871422,7,1,0.25,0.25
25,"Treated",-0.340449035730407,7,1,0.25,0.25
26,"Untreated",-0.716805330661685,7,0,0.25,0.25
27,"Treated",0.447746756247549,7,1,0.25,0.25
28,"Treated",-0.119530635242395,7,0,0.25,0.25
29,"Untreated",0.50020190643546,7,1,0.25,0.25
30,"Untreated",-0.0162949899180743,7,1,0.25,0.25
31,"Untreated",0.796473538106193,7,0,0.25,0.25
32,"Untreated",0.430098716138988,7,0,0.25,0.25
33,"Untreated",0.269184883782038,7,0,0.25,0.25
34,"Treated",0.0876228689083686,7,1,0.25,0.25
35,"Treated",0.822949070087256,7,1,0.25,0.25
36,"Treated",-0.0644439699260192,7,0,0.25,0.25
37,"Untreated",-0.997751989852183,7,1,0.25,0.25
38,"Treated",0.357319694702542,7,1,0.25,0.25
39,"Untreated",0.24584978147941,7,1,0.25,0.25
40,"Treated",-1.05940629558843,7,1,0.25,0.25
41,"Treated",0.565659227387906,7,1,0.25,0.25
42,"Treated",-0.604107640106435,7,0,0.25,0.25
43,"Treated",0.147932959296896,7,0,0.25,0.25
44,"Untreated",0.0376343450324406,7,0,0.25,0.25
45,"Treated",0.0980801241540015,7,0,0.25,0.25
46,"Untreated",-0.156379449870677,7,0,0.25,0.25
47,"Untreated",0.710645073404124,7,0,0.25,0.25
48,"Untreated",0.341735275250112,7,0,0.25,0.25
49,"Treated",-0.51942814555569,7,1,0.25,0.25
50,"Treated",0.0078413447012763,7,0,0.25,0.25
51,"Untreated",-0.621604839171976,7,0,0.25,0.25
52,"Treated",0.495929490797165,7,1,0.25,0.25
53,"Untreated",0.431982569799211,7,1,0.25,0.25
54,"Untreated",-0.87751927437777,7,1,0.25,0.25
55,"Treated",0.0744041092580756,7,1,0.25,0.25
56,"Treated",0.555037280179034,7,0,0.25,0.25
57,"Untreated",-0.0913764571916572,7,0,0.25,0.25
58,"Untreated",-0.127593884005655,7,0,0.25,0.25
59,"Untreated",-0.125468343511847,7,0,0.25,0.25
60,"Untreated",0.408310479634572,7,1,0.25,0.25
1,"Treated",-0.719896822592253,8,1,0.25,0.25
2,"Untreated",-0.162667486364075,8,1,0.25,0.25
3,"Treated",-0.252640443946354,8,0,0.25,0.25
4,"Treated",0.602124519543833,8,1,0.25,0.25
5,"Untreated",-0.249489449252271,8,0,0.25,0.25
6,"Treated",0.194797740853039,8,0,0.25,0.25
7,"Untreated",0.168665937431869,8,1,0.25,0.25
8,"Untreated",-0.244630775025113,8,0,0.25,0.25
9,"Treated",-0.285385530346083,8,1,0.25,0.25
10,"Untreated",0.214182032088145,8,1,0.25,0.25
11,"Treated",-0.436230918603069,8,1,0.25,0.25
12,"Treated",-0.00234550667937111,8,0,0.25,0.25
13,"Treated",0.247687574490112,8,1,0.25,0.25
14,"Treated",0.986409339684723,8,1,0.25,0.25
15,"Untreated",-0.598431061976319,8,0,0.25,0.25
16,"Treated",0.0652192405584196,8,0,0.25,0.25
17,"Untreated",0.164529820092996,8,0,0.25,0.25
18,"Treated",0.334079150809499,8,1,0.25,0.25
19,"Untreated",0.319496478685542,8,1,0.25,0.25
20,"Untreated",0.970225648174291,8,0,0.25,0.25
21,"Untreated",-0.277269532366214,8,0,0.25,0.25
22,"Untreated",-0.382855529518402,8,0,0.25,0.25
23,"Treated",-0.323347180655194,8,0,0.25,0.25
24,"Treated",-0.513765426871422,8,0,0.25,0.25
25,"Treated",-0.340449035730407,8,0,0.25,0.25
26,"Untreated",-0.716805330661685,8,1,0.25,0.25
27,"Treated",0.447746756247549,8,1,0.25,0.25
28,"Treated",-0.119530635242395,8,0,0.25,0.25
29,"Untreated",0.50020190643546,8,1,0.25,0.25
30,"Untreated",-0.0162949899180743,8,0,0.25,0.25
31,"Untreated",0.796473538106193,8,1,0.25,0.25
32,"Untreated",0.430098716138988,8,1,0.25,0.25
33,"Untreated",0.269184883782038,8,0,0.25,0.25
34,"Treated",0.0876228689083686,8,1,0.25,0.25
35,"Treated",0.822949070087256,8,1,0.25,0.25
36,"Treated",-0.0644439699260192,8,0,0.25,0.25
37,"Untreated",-0.997751989852183,8,0,0.25,0.25
38,"Treated",0.357319694702542,8,1,0.25,0.25
39,"Untreated",0.24584978147941,8,0,0.25,0.25
40,"Treated",-1.05940629558843,8,0,0.25,0.25
41,"Treated",0.565659227387906,8,1,0.25,0.25
42,"Treated",-0.604107640106435,8,0,0.25,0.25
43,"Treated",0.147932959296896,8,1,0.25,0.25
44,"Untreated",0.0376343450324406,8,0,0.25,0.25
45,"Treated",0.0980801241540015,8,0,0.25,0.25
46,"Untreated",-0.156379449870677,8,0,0.25,0.25
47,"Untreated",0.710645073404124,8,0,0.25,0.25
48,"Untreated",0.341735275250112,8,1,0.25,0.25
49,"Treated",-0.51942814555569,8,1,0.25,0.25
50,"Treated",0.0078413447012763,8,1,0.25,0.25
51,"Untreated",-0.621604839171976,8,0,0.25,0.25
52,"Treated",0.495929490797165,8,1,0.25,0.25
53,"Untreated",0.431982569799211,8,0,0.25,0.25
54,"Untreated",-0.87751927437777,8,0,0.25,0.25
55,"Treated",0.0744041092580756,8,0,0.25,0.25
56,"Treated",0.555037280179034,8,0,0.25,0.25
57,"Untreated",-0.0913764571916572,8,0,0.25,0.25
58,"Untreated",-0.127593884005655,8,0,0.25,0.25
59,"Untreated",-0.125468343511847,8,0,0.25,0.25
60,"Untreated",0.408310479634572,8,1,0.25,0.25
1,"Treated",-0.719896822592253,9,0,0.25,0.25
2,"Untreated",-0.162667486364075,9,0,0.25,0.25
3,"Treated",-0.252640443946354,9,1,0.25,0.25
4,"Treated",0.602124519543833,9,1,0.25,0.25
5,"Untreated",-0.249489449252271,9,1,0.25,0.25
6,"Treated",0.194797740853039,9,1,0.25,0.25
7,"Untreated",0.168665937431869,9,0,0.25,0.25
8,"Untreated",-0.244630775025113,9,0,0.25,0.25
9,"Treated",-0.285385530346083,9,0,0.25,0.25
10,"Untreated",0.214182032088145,9,0,0.25,0.25
11,"Treated",-0.436230918603069,9,0,0.25,0.25
12,"Treated",-0.00234550667937111,9,0,0.25,0.25
13,"Treated",0.247687574490112,9,0,0.25,0.25
14,"Treated",0.986409339684723,9,1,0.25,0.25
15,"Untreated",-0.598431061976319,9,0,0.25,0.25
