item,questions,category,subcategory,type,scores,time
80,4. Çiviyi çekiçle ne yaparsýn?,naming,answer,verb,0,2
81,5. Yattýðýn zaman ne yaparsýn?,naming,answer,verb,0,2
60,"1. ""Aklýnýza gelen ev eþyalarýný söyleyin""",naming,categorical,,0,3
61,"2. ""Aklýnýza gelen mutfak eþyalarýný söyleyin""",naming,categorical,,0,3
62,1. Kaþýk ,naming,confrontation,,0,3
63,2. Anahtar,naming,confrontation,,0,3
64,3. Bardak,naming,confrontation,,2,3
65,4. Göz,naming,confrontation,,0,3
66, 5. Sigara,naming,confrontation,,0,3
67,6. Para,naming,confrontation,,4,3
68,7.Telefon,naming,confrontation,,0,3
69,8. Ýlaç,naming,confrontation,,0,3
70,9. Saat,naming,confrontation,,0,3
71,10. Gözlük,naming,confrontation,,0,3
72,1. Akþam evde ne seyredersin? ,naming,answer,noun,0,3
73,2. Elimizde kac parmak var? ,naming,answer,noun,0,3
74,3. Çorap nereye giyilir?,naming,answer,noun,3,3
75, 4. Baþýn aðrýrsa ne içersin?,naming,answer,noun,0,3
76,5. Nezle olunca burnunu neyle silersin?,naming,answer,noun,0,3
77,1. Býçakla ne yaparsýn?,naming,answer,verb,0,3
78,2. Karnýn acýkýnca ne yaparsin?,naming,answer,verb,0,3
79,3. Bardakla ne yaparsýn? ,naming,answer,verb,0,3
80,4. Çiviyi çekiçle ne yaparsýn?,naming,answer,verb,0,3
81,5. Yattýðýn zaman ne yaparsýn?,naming,answer,verb,0,3
60,"1. ""Aklýnýza gelen ev eþyalarýný söyleyin""",naming,categorical,,0,4
61,"2. ""Aklýnýza gelen mutfak eþyalarýný söyleyin""",naming,categorical,,0,4
62,1. Kaþýk ,naming,confrontation,,0,4
63,2. Anahtar,naming,confrontation,,2,4
64,3. Bardak,naming,confrontation,,0,4
65,4. Göz,naming,confrontation,,0,4
66, 5. Sigara,naming,confrontation,,0,4
67,6. Para,naming,confrontation,,2,4
68,7.Telefon,naming,confrontation,,0,4
69,8. Ýlaç,naming,confrontation,,0,4
70,9. Saat,naming,confrontation,,0,4
71,10. Gözlük,naming,confrontation,,0,4
72,1. Akþam evde ne seyredersin? ,naming,answer,noun,0,4
73,2. Elimizde kac parmak var? ,naming,answer,noun,0,4
74,3. Çorap nereye giyilir?,naming,answer,noun,3,4
75, 4. Baþýn aðrýrsa ne içersin?,naming,answer,noun,0,4
76,5. Nezle olunca burnunu neyle silersin?,naming,answer,noun,0,4
77,1. Býçakla ne yaparsýn?,naming,answer,verb,0,4
78,2. Karnýn acýkýnca ne yaparsin?,naming,answer,verb,0,4
79,3. Bardakla ne yaparsýn? ,naming,answer,verb,0,4
80,4. Çiviyi çekiçle ne yaparsýn?,naming,answer,verb,0,4
81,5. Yattýðýn zaman ne yaparsýn?,naming,answer,verb,0,4
60,"1. ""Aklýnýza gelen ev eþyalarýný söyleyin""",naming,categorical,,0,5
61,"2. ""Aklýnýza gelen mutfak eþyalarýný söyleyin""",naming,categorical,,0,5
62,1. Kaþýk ,naming,confrontation,,0,5
63,2. Anahtar,naming,confrontation,,0,5
64,3. Bardak,naming,confrontation,,2,5
65,4. Göz,naming,confrontation,,2,5
66, 5. Sigara,naming,confrontation,,0,5
67,6. Para,naming,confrontation,,2,5
68,7.Telefon,naming,confrontation,,2,5
69,8. Ýlaç,naming,confrontation,,2,5
70,9. Saat,naming,confrontation,,0,5
71,10. Gözlük,naming,confrontation,,0,5
72,1. Akþam evde ne seyredersin? ,naming,answer,noun,3,5
73,2. Elimizde kac parmak var? ,naming,answer,noun,3,5
74,3. Çorap nereye giyilir?,naming,answer,noun,3,5
75, 4. Baþýn aðrýrsa ne içersin?,naming,answer,noun,0,5
76,5. Nezle olunca burnunu neyle silersin?,naming,answer,noun,0,5
77,1. Býçakla ne yaparsýn?,naming,answer,verb,2,5
78,2. Karnýn acýkýnca ne yaparsin?,naming,answer,verb,0,5
79,3. Bardakla ne yaparsýn? ,naming,answer,verb,0,5
80,4. Çiviyi çekiçle ne yaparsýn?,naming,answer,verb,0,5
81,5. Yattýðýn zaman ne yaparsýn?,naming,answer,verb,0,5
